-0.5087237,-0.09628739,0.8440706,-0.7190139,0.593312,-0.6717811,-1.354904
-0.1867825,0.7366889,-0.7658556,-0.09472046,0.1650577,0.1960241,-0.4607262
0.2649522,0.2025611,-1.260068,-0.8927766,0.5129882,-0.2950648,0.328691
-0.9656747,-1.094592,-1.352781,0.6594365,-0.01069583,0.5796285,0.6739417
0.7674412,-0.439256,-0.4706959,-1.334221,-0.9543979,0.7189696,-0.5901453
-0.4158939,-1.025601,0.549817,0.2557192,-0.2716408,0.2272878,0.3752373
0.7601706,0.5128065,0.1683229,-0.8213312,-1.025882,-1.067625,-1.193612
0.492086,-0.910562,-0.6635718,0.3084927,0.3822679,-0.459307,0.7177535
-0.6299776,0.304215,0.4393887,-0.5731065,0.2440786,-0.4083754,0.1984097
-0.007406181,-0.699383,0.001266203,0.6629098,0.2709484,0.2063462,-1.108126
